review,at,source,sentiment,score,category
"@Razorpay has worst onboarding ever. So many bugs which make the experience bad. Even after the v kyc is done it never moves to dashboard, its in a deadlock state.

And yes no one wants to spend on support these days, no single phone number to call, support feature never works.",2025-03-26 10:35:36+0000,Razorpay,negative,0.943821728,onboarding
"@Razorpay 

Failed,
Worst Experience with @Razorpay

Payment Gateway not working with Opencart Website,

Payment done but order not placed,

@botheye2021
@ABPNews
@aajtak
@narendramodi",2025-03-25 09:49:33+0000,Razorpay,negative,0.89935106,transaction-success
@Razorpay really hard to work with your customer service. No one is properly learned for merchant side.,2025-03-24 17:20:07+0000,Razorpay,negative,0.403019726,servicing
@Razorpay @shashank_kr I feel very disappointed. I have been trying to get the payment gateway for the last 2 months. Whatever I provide the business information it is rejecting my request. I am not even getting any support from your team.,2025-03-24 09:53:34+0000,Razorpay,negative,0.917987466,onboarding
"@Razorpay @RazorpayCare I signed up for your Money Saver Export Account and I've been having the most pathetic experience, end-to-end from your customer support to product experience.

I want to have to final balance settled and be done with your horrible team for good. Pls help",2025-03-24 09:44:31+0000,Razorpay,negative,0.948846936,settlement
"@Razorpay, you are holding 20% amount from thousands of merchants' https://t.co/aWRoeKyRX8 is almost a scam. 

What right do you have to hold even a single rupee from the payment received?

Transfer our balance immediately.
Merchant id: Gabw7OzfRh44Cm",2025-03-24 09:03:23+0000,Razorpay,negative,0.806129158,settlement
"@Razorpay don't care about small business owners. Banned my account due to one small self transaction as test., 99% of my transactions are by clients. I have given lacs of business to razorpay but, @RazorpayCare have big clients, no support to small biz @harshilmathur, isnt't it?",2025-03-22 18:37:17+0000,Razorpay,negative,0.651200891,onboarding
@Razorpay @RazorpayCare why is it that American Express not accepted on Razorpay? https://t.co/NDHsRO1v7d,2025-03-22 09:43:42+0000,Razorpay,negative,0.667423069,onboarding
@Razorpay please let me know your support email id want to lodge complaint regarding some fraud.,2025-03-22 04:44:45+0000,Razorpay,neutral,0.712998033,servicing
"@Razorpay Dears, please train your support team to explain reasons for suddenly disabling services . You have grown and potentially forgot startup hassles..😞
#razorpay, #monopoly,#poorservice https://t.co/uBuyUbLxlz",2025-03-21 12:16:17+0000,Razorpay,negative,0.905480266,servicing
@Razorpay error https://t.co/aPWQx3nlJa,2025-03-20 18:30:36+0000,Razorpay,negative,0.719716609,device-issue
@Razorpay Hello! Why is it so difficult to sign up with Razorpay? Is there a customer care number to ask questions about signing up?,2025-03-20 07:27:03+0000,Razorpay,negative,0.486656278,onboarding
"@Razorpay @RazorpayCare  is proving to be a nightmare! 🚨 For the last 2 days, our payment gateway keeps showing 'No appropriate payment method' error, and support is not helping. This is affecting our business! Fix it ASAP! #RazorpayFail #BadService #PaymentIssues",2025-03-19 12:37:31+0000,Razorpay,negative,0.947120011,device-issue
"@Razorpay 
You have blocked my account and told that the held money will be transferred to  my account within 120 days. Still did not get the money. There are no ways to contact your customer care.
Email: medhaepistle@gmail.com

Please call me back and try to solve the issue.",2025-03-19 08:31:58+0000,Razorpay,negative,0.490031719,settlement
@Razorpay @RazorpayCare can your team and system do 1 thing properly? everytime new issues!,2025-03-19 07:32:02+0000,Razorpay,negative,0.561090291,servicing
"@Razorpay Hi team, I submitted KYC on Saturday. Got an email to verify my name, but it redirected to the KYC page showing ""under verification."" After raising a ticket, I got a rejection email, but the interface still shows ""under verification."" Please clarify this. Thanks!",2025-03-19 04:08:04+0000,Razorpay,negative,0.572982907,onboarding
@Razorpay You have received ₹ 3302 with UTR 507828063764 via RazorpayX - Making banking awesome for startups. I got this message. But I don't have account,2025-03-19 03:17:11+0000,Razorpay,positive,0.739455879,onboarding
"@Razorpay @RazorpayCare , Made transaction to a merchant using  ur PG, and merchant is not responding. Payment was made from Amazon Pay Wallet, hence, Amazon Pay doesn't have facility of Chargeback form. How to get money back now??",2025-03-19 01:33:12+0000,Razorpay,negative,0.561016321,settlement
@Razorpay my account is blocked randomly today. you need to fix this urgently. Merchant ID - PwlfxgAFrrAvd9,2025-03-18 16:59:35+0000,Razorpay,negative,0.688748002,servicing
@Razorpay can you please open your DM? There's an issue I'm facing in making payment on Razorpay gateway and the payments are failing while trying to pay from links. Multiple payments to multiple vendors and bybusing multiple modes have failed. Need help.,2025-03-18 13:54:14+0000,Razorpay,negative,0.836872697,onboarding
@Razorpay @Razorpay settle now my payment  scam,2025-03-18 09:36:51+0000,Razorpay,negative,0.700679779,settlement
@Razorpay @Razorpay settle now my payment,2025-03-18 09:36:31+0000,Razorpay,neutral,0.748449206,settlement
@Razorpay scam,2025-03-18 07:02:59+0000,Razorpay,negative,0.683453202,pricing
"@Razorpay @RBI scam 
Razorpay hold my acoount without any vaild reason ver bad service by razorpay  worst company ever seen they using my money  i file case agianst #razorpayscam #razorpayworst #razorpayworst",2025-03-18 07:00:55+0000,Razorpay,negative,0.909480333,servicing
"@Razorpay scam
They hold my money without any reason 
I provide all document but they dont realse my funds they lie day by day no customer support help very bad customer care support worst company i ever seen no reply frome social media accounts no vaild reason provide scam",2025-03-18 06:18:38+0000,Razorpay,negative,0.921737254,settlement
@Razorpay Reply?,2025-03-18 06:14:02+0000,Razorpay,neutral,0.712809026,onboarding
"@Razorpay @RBI razorpay hold my money without any reason i provide all document 
No reply frome anywhere bad service @Razorpay",2025-03-18 06:02:16+0000,Razorpay,negative,0.869867682,settlement
@Razorpay @Razorpay @RBI razorpay hold my money without any reason,2025-03-18 06:00:18+0000,Razorpay,neutral,0.680810392,settlement
@Razorpay Using my money,2025-03-18 05:59:36+0000,Razorpay,neutral,0.752177477,settlement
@Razorpay Badddd,2025-03-18 05:59:28+0000,Razorpay,negative,0.946807027,pricing
@Razorpay Alert scam,2025-03-18 05:59:06+0000,Razorpay,negative,0.862581968,transaction-success
@Razorpay No reply,2025-03-18 05:58:51+0000,Razorpay,negative,0.63105309,servicing
@Razorpay Worst app,2025-03-18 05:58:43+0000,Razorpay,negative,0.9468171,device-issue
@Razorpay Fraud,2025-03-18 05:58:34+0000,Razorpay,negative,0.912289202,transaction-success
@Razorpay They hold my money,2025-03-18 05:58:26+0000,Razorpay,neutral,0.630911469,settlement
@Razorpay Scam,2025-03-18 05:57:20+0000,Razorpay,negative,0.875412047,settlement
"@Razorpay 
You said that all the payments of 13 March 2025 should be deposited in my bank account on 17 March 2025. I have given proof of that. For some reason, ₹ 291.96 was not paid on 17 March. Please tell me the exact reason. If there is any problem on my part, https://t.co/daWojPyhuN",2025-03-17 16:22:45+0000,Razorpay,negative,0.571361542,settlement
"@Razorpay 
On Mon, Mar 17, 2025 at 7:54 PM Sanjib Sengupta &lt;officialligalme@gmail.com&gt; wrote:
₹ 291.96 has not been credited to my bank account yet
I want this ₹ 291.96 payment to my account today in any way
I will not listen to any excuses.
Call soon -9434894987 https://t.co/O6Jdm43wdM",2025-03-17 14:30:51+0000,Razorpay,neutral,0.52715081,settlement
@Razorpay @RazorpayCare this is like second time I have invested in creating a website. Thanks to your pathetic support again it’s been rejected with no clarity. Same product you are allowing others to onboard but for us there is no clarity. Except rejected.!!!,2025-03-17 13:02:16+0000,Razorpay,negative,0.838648856,onboarding
"@Razorpay  
₹ 291.96 has not been credited to my bank account yet
call me-9434894987 https://t.co/O22Ow9SHqh",2025-03-17 12:15:00+0000,Razorpay,neutral,0.688459814,settlement
"@Razorpay @RazorpayX @RazorpayCare 

Really disappointing to see such incorporation blunder where my address is being put in incorrect despite providing all the correct documents to your beloved partner @RegisterKaro - which is blaming me for this blunder.

Kindly look into this!",2025-03-17 10:34:10+0000,Razorpay,negative,0.956906736,onboarding
"@Razorpay Worst platform i have ever seen! 
You suspended the account and mailed me after 4 years of creating.

When i tried logging in the account was already deleted. I am trying to call since last 8 days and you don’t even care!

There is not even a number to contact you on website???",2025-03-17 09:04:38+0000,Razorpay,negative,0.930895686,onboarding
"@Razorpay 
Please resolve the issue ASAP",2025-03-16 18:03:30+0000,Razorpay,neutral,0.517134368,servicing
"@Razorpay, I am looking to setup a razorpay account for an NGO. Is there someone I can connect to for that?",2025-03-16 05:39:06+0000,Razorpay,neutral,0.773156703,onboarding
@Razorpay @RazorpayCare  how do I report a merchant that I believe is running a scam?,2025-03-15 19:24:27+0000,Razorpay,negative,0.676062703,servicing
@Razorpay Can you message me. I need to discuss a few things.,2025-03-15 10:40:12+0000,Razorpay,neutral,0.835745394,servicing
"@Razorpay 
Why have I received this message? https://t.co/CdncJovz2q",2025-03-15 10:33:07+0000,Razorpay,negative,0.578110456,settlement
"@Razorpay @rblbank what are you both doing? @rblbank you credit this amount in my card then again cut that amount. As we discussed i told you im not available become im out of country. I provide you all documents what you requested,again you need something from my side? https://t.co/nKnHPe5upO",2025-03-15 07:45:14+0000,Razorpay,neutral,0.555466712,settlement
"@Razorpay @MaximizeGlobal Get this issue fixed. Cant get ICICI offer to work, payment fails without no reason. https://t.co/ASLoM8T8gM",2025-03-15 05:59:31+0000,Razorpay,negative,0.852649152,transaction-success
"@Razorpay 
We are facing issues in taking donations online on the razorpay portal. 

From the last few days, our donors are sending an error, unable to proceed for payment with multiple issues.

Plz look into it seriously. https://t.co/2JBJO7Z5UQ",2025-03-14 17:25:20+0000,Razorpay,negative,0.830847502,onboarding
"@Razorpay my transaction to my NPS via Razor Pay gateway failed but the money has been deducted from my account @ICICIBank_Care) 

Pls help",2025-03-14 17:01:17+0000,Razorpay,negative,0.697455466,transaction-success
"@Razorpay I applied ICICI Debit card offer of 200 Amazon Pay on transaction of 2000 or more but did not get the Amazon Pay voucher. Please help! Also there is no option to Raise a Ticket on your website in ""Raise a Ticket"" section! Please work on it! @imYadav31 @dealztrendz",2025-03-14 08:55:12+0000,Razorpay,negative,0.613373339,servicing
"@Razorpay your payment gateway freezes in #airmenus while online ordering #igloocraftbeers .Seems a problem on Safari browser. Please fix it wasted 15 mins, unable select card, UPI or netbanking option. Was able to complete finally do on Chrome on iOS. Maybe use @lambdatesting",2025-03-13 15:47:10+0000,Razorpay,negative,0.838758647,device-issue
@Razorpay Where is your support email ID to submit my issue regarding a purchase?,2025-03-13 07:51:23+0000,Razorpay,neutral,0.864807248,servicing
"@Razorpay Hello @Razorpay 
I've been trying to create a business account on razorpay. Tried to reach out to your support team multiple times from your support page but didn't get any response. Please help me out here.",2025-03-13 04:04:12+0000,Razorpay,negative,0.698583126,onboarding
@Razorpay @RazorpayCare Need your help to unhold my balance @JagranNews,2025-03-12 13:30:20+0000,Razorpay,neutral,0.541153252,settlement
@Razorpay we are looking for the contact number of your sales team. I want to start Payment Gateway. Unable to do so. Can you please help me to connect with your sales team (Gujarat Location) ?,2025-03-11 13:23:10+0000,Razorpay,neutral,0.755716741,onboarding
"@Razorpay https://t.co/3olKyGPNAE Number and digits

Is this Valid URL?",2025-03-11 05:55:48+0000,Razorpay,neutral,0.912052453,device-issue
"@Razorpay I deleted my old Razorpay account, but my mobile number is still stuck in your system.   Now, I can't create a new account because it says ""Phone number already exists.""  Support team is not responding. Please resolve this ASAP.  #Help #RazorpaySupport",2025-03-10 17:45:36+0000,Razorpay,negative,0.801859677,onboarding
"@Razorpay The RazorPay account was activated on February 28th, with a subscription paid for PRO+API. However, the plan is currently set to PRO, preventing us from generating API keys to test the payout APIs. Additionally, the Test mode is disabled on the ""Developer Controls"" page",2025-03-10 12:31:34+0000,Razorpay,negative,0.56736058,onboarding
"@Razorpay @IDFCFIRSTBank I did an instant settlement on 8th march, and yet the money is not credited, how is this acceptable, you have charged me extra for this service and you are not providing it. Please take the necessary action ASAP. https://t.co/8pcmkIfqtI",2025-03-10 06:35:41+0000,Razorpay,negative,0.906043887,settlement
"@Paytm abhi tum log jawab nhi de rhe ho bas ye bol diya  private msg karo 
Paise abhi bhi fase hue hai @payment do something as soon as possible",2025-04-08 14:36:51+0000,Paytm,negative,0.38539961,transaction-success
"@Paytm my account got blocked please help me to unblock my account 
My account no. Is 9897507218",2025-04-08 14:24:07+0000,Paytm,negative,0.610213935,servicing
@Paytm @Paytmcare Why are the Passport Seva Kendras not on Paytm yet? They are still insisting on cash.,2025-04-08 12:42:47+0000,Paytm,negative,0.541740119,onboarding
"@Paytm launches solar soundbox, an affordable payment solution for rural businesses. Equipped with a solar panel, it auto-charges in 2-3 hours of sunlight for all-day use, enhancing accessibility in remote areas.

#Paytm #SolarEnergy #RenewableEnergy #Sustainability https://t.co/JO9FYL68cD",2025-04-08 12:31:28+0000,Paytm,positive,0.621044636,onboarding
"@Paytm @AdityaBirlaGrp
Gave data access to Paytm, not Aditya Birla.
How did they get my contacts &amp; photos?
Now getting abusive EMI calls — this is harassment &amp; a privacy breach.

Need urgent action!
#DataPrivacy #Harassment",2025-04-08 10:43:40+0000,Paytm,negative,0.935668945,servicing
"@Paytm is looting innocent people. I made a successful UPI payment of ₹4499.98, money debited but not received by the merchant. No proper support, only useless bots. This is daylight robbery! @RBI must take strict action! #PaytmFraud #RBI #CyberCrime",2025-04-08 08:17:43+0000,Paytm,negative,0.911731899,transaction-success
"@Paytm @Paytmcare I want to close/delete my paytm UPI account permanently, I have tried multiple times to contact your customer support, but your poor service has made it impossible to get any response. Kindly address this issue and process it. https://t.co/2pqCoFwE4l",2025-04-08 06:27:40+0000,Paytm,negative,0.848807871,servicing
@Paytm @Paytmcare is this how your customer service responds to all complaints? They have been copy-pasting the same message since 1 week when I’ve clearly explained that the link being sent is not working. Please help me close my account ASAP! https://t.co/d5jH7h4DGh,2025-04-08 06:25:33+0000,Paytm,negative,0.850560665,servicing
@Paytm प्रोफ़ाइल नियम कैसे चेंज करें कृपया मदद करें@Paytmcare https://t.co/cW8sf8TXXh,2025-04-08 04:32:38+0000,Paytm,neutral,0.806445301,onboarding
@Paytm Absolutely bad service. I have told will get certain amount as refund if classic cancellation option taken for flight ticket. However I am now getting not even meagre amount. There is no way to connect customer care..,2025-04-08 03:11:32+0000,Paytm,negative,0.931590796,servicing
"@Paytm @PaytmBusiness @vijayshekhar @GaurRipunjai Worst service, i have tried multiple to deactivate my account I am totally dissatisfied with the service of Paytm business. There is no customer support and nothing to help the user. I don't want to use it but I'm unable to delete my account",2025-04-08 00:42:54+0000,Paytm,negative,0.92539382,servicing
@Paytm Not resolved don't share fake post,2025-04-07 16:55:58+0000,Paytm,negative,0.865871012,servicing
@Paytm @Paytmcare @UnionBankTweets  I have made payment and it is successful but the amount is not credited in receiver's account. https://t.co/IBPgx8AdCW,2025-04-07 14:47:01+0000,Paytm,neutral,0.632406294,transaction-success
@Paytm I have mistakenly sent some money through upi to an unknown person.please help...and get me my money back.. please,2025-04-07 11:47:58+0000,Paytm,negative,0.803370833,transaction-success
"@Paytm @Paytmcare Your customer support is extremely disappointing. Neither are you responding to DMs, nor are any of your email IDs valid.

All the emails you’ve provided — grievance.officer@paytm.com, care@paytm.com, nodal.officer@paytm.com — return as “address not found.”",2025-04-07 11:39:55+0000,Paytm,negative,0.951749742,servicing
"@Paytm If I had this beautiful, cute gift 🎁",2025-04-07 11:08:43+0000,Paytm,positive,0.733103693,onboarding
"@Paytm just changed their app logo, entire interface of the app and it is so so so much better! 

btw what do you use generally for online payments?",2025-04-07 11:08:33+0000,Paytm,positive,0.733016968,None of the above
@Paytm @Paytmcare it has been more than 24 hrs since I am seeing this message? How long does it take to set up an account!!! No customer chat option no call option available!!! This is absolutely not acceptable!!! @RBI @RBIsays please take strict action against such platforms who have poor customer service!!!! #paytm #RBI,2025-04-07 10:57:28+0000,Paytm,negative,0.924546778,onboarding
@Paytm No resolve,2025-04-07 08:30:17+0000,Paytm,neutral,0.494344383,servicing
"@Paytm @Paytmcare Please have additional optional investments for Daily MF. Introduce  Multi Cap, SMALL Cap and Mid Cap funds. Allow users to choose from different MFs.",2025-04-07 06:29:57+0000,Paytm,neutral,0.536635995,onboarding
"@Paytm booked 2 tickets from Shimla to Delhi , the original bus was Royal Safari however which got changed last minute to some local buss plus the bus driver dropped my femal friend in between Panchkula whereas the original drop was at Chandigarh, have raised the issue pls reply",2025-04-07 06:27:38+0000,Paytm,negative,0.49603644,servicing
"@Paytm founder @vijayshekhar
charmingly received a copy of the book Storm troopers at outpost Bhatti  by @sadaspeter  @ #chennailitfest2025
Org by @indoianalytics
Its a gutsy gritty story of kargil war  by  Col Sada Peter. @ItsShubhangi
Link: https://t.co/STPBRoOkF5",2025-04-07 05:08:36+0000,Paytm,neutral,0.39266935,device-issue
"@Paytm @Paytmcare @PaytmMoney @PaytmBank @paytmbankcare Hello paytm team your app sucks , for the last emi to pay for the loan it is showing this error and I tried to contact through app it's not working and the phone number mentioned is not working in Google. Reacout  to me asap https://t.co/77nZao8nCT",2025-04-07 04:37:47+0000,Paytm,negative,0.855475247,servicing
"@Paytm @Paytmcare I reported a fraud transaction on 28th March (CRN: UPI25032937884), but there’s been no resolution. You ask users to DM, yet there’s no proper response or help.",2025-04-07 03:11:27+0000,Paytm,negative,0.629566014,servicing
"@Paytm loving the new UI. Better, cleaner and efficient. 
Simplicity is sophistication! @vijayshekhar",2025-04-06 12:05:02+0000,Paytm,positive,0.918095648,device-issue
@Paytm phele mere problem ka solution bhi kardo,2025-04-06 10:14:03+0000,Paytm,neutral,0.35612157,servicing
@Paytm I have raised a ticket for closure of the Paytm account. Why the process of closing the account has been made soo difficult. I am unable to understand.  Very bad experience as customer.,2025-04-06 04:19:10+0000,Paytm,negative,0.93988508,servicing
@Paytm @Paytmcare @PaytmBusiness मैं काफी प्रयास कर लिया अपना अकाउंट बंद करने के लिए लेकिन मेरा अकाउंट अभी भी सक्रिय है कृपया मेरी सहायता उचित माध्यम से करें ।,2025-04-06 03:57:02+0000,Paytm,neutral,0.436253786,servicing
"@Paytm Thank you for your message. However, I'd like to clarify that my issue remains unresolved. I've had to use a different number for my Paytm Business account as the previous issue was not addressed. Could you please look into this further and assist me with the original concern?",2025-04-06 03:46:58+0000,Paytm,neutral,0.584873199,servicing
"@Paytm please inform you that, customer care continually say your number is not registered with Paytm, however all payments are being done by same number, could you resolve and assist on this matter",2025-04-05 18:26:38+0000,Paytm,neutral,0.82125926,servicing
@Paytm @Paytmcare @vijayshekhar  My issue is still pending after so much of follow up. Should I close my paytm account ? https://t.co/KeWZ5isN9V,2025-04-05 16:17:02+0000,Paytm,neutral,0.495636076,servicing
"@Paytm I sent money but it didn't reach my account and the money was deducted and you stopped the money,now I need the money and you people are saying it will take 4 days,I need it today so you should give it right now. It doesn't suit any company to fool its customers like this.",2025-04-05 14:57:00+0000,Paytm,negative,0.887652218,transaction-success
"@Paytm @vijayshekhar Bossdk soundbox merchant ko chutya bna kar bechta hai paise illegal khata hai MC, soundbox bnd pda hai lakhon merchant ka aur tu paise kha rha uska aur without service ke products selling kar raha hai aur employees ki salary bhi deta hai tu harami ki aulaad teri maa ki choot",2025-04-05 12:51:06+0000,Paytm,negative,0.451939732,servicing
@Paytm can you help me?,2025-04-05 12:14:03+0000,Paytm,neutral,0.610723674,servicing
"@Paytm @PaytmSupport Multiple requests raised, still no resolution! Executive Amandeep was unhelpful &amp; unprofessional on call. Merchant customer care is MIA. When will you fix your support? #Paytm #CustomerCareFail #UnresolvedIssues https://t.co/m6CkJ3VHk1",2025-04-05 11:24:23+0000,Paytm,negative,0.933336914,servicing
"@Paytm #ScamExposed 
#scammer action now fake profile https://t.co/JXjHq29lSX",2025-04-05 10:04:54+0000,Paytm,negative,0.714274049,servicing
@Paytm @vijayshekhar @GaurRipunjai Don't use paytm there's no customer support,2025-04-05 10:04:09+0000,Paytm,negative,0.704726458,servicing
@Paytm @Paytmcare  yah Inki cancellation charge ki detail hai aur customer care per Bata rahe hain ki aapko koi bhi refund Nahin milega https://t.co/lh9qsJVTac,2025-04-05 08:47:58+0000,Paytm,negative,0.43015343,settlement
@Paytm we understand this your regular practice in few transaction deduct undeclared/undecided charges &amp; when customer cry for this type cheating don’t give him proper solution/reply &amp; let they cry. ये ठगी का धंधा कब तक चला सकते हो ??,2025-04-05 08:47:41+0000,Paytm,negative,0.75246048,pricing
@Paytm @Paytmcare If you are booking your bus through Paytm then be careful. If by mistake your bus is booked in the evening instead of the morning then they will not refund your money. Their service is the worst and to avoid this you should use other applications like RedBus. https://t.co/GdnRHqwLfg,2025-04-05 08:46:04+0000,Paytm,negative,0.869988739,settlement
"@Paytm 
@Paytmcare 
By when can I expect the resolution? It is just about complying your own terms and conditions..  you just can't scam customers.  I want resolution.",2025-04-05 08:37:27+0000,Paytm,negative,0.476587594,servicing
"@Paytm Till yesterday we r request you for our deduction in transactions issue but we understand that you are not ready to solve the issues, so we posting communications with you https://t.co/aEhp8cx1gC",2025-04-05 08:07:36+0000,Paytm,neutral,0.59600848,settlement
"@Paytm @Paytmcare 
I want to delete my Paytm account after that. I reached to that deleted link, but it’s not working. Please rectify. Thank you, Paytm. https://t.co/x82a9550UZ",2025-04-05 07:46:56+0000,Paytm,negative,0.726411879,onboarding
@Paytm @StartupMhakumbh @vijayshekhar Fraud apk hai paytm mere 1500rs aaj tak settel nhe hue,2025-04-04 18:00:26+0000,Paytm,negative,0.704524755,settlement
"@Paytm @StartupMhakumbh @vijayshekhar Paytm froud 
Paytm ka sound box sell kar rha hu only 20 Rs 
Chor hai Vijay Shekhar Sharma 
Uski team Team ke senior 
Anupam Kumar Sharma 
Mehraj Saifi..choro ka network he is se savdhan rahe https://t.co/Ou73Zasawy",2025-04-04 16:29:50+0000,Paytm,neutral,0.403848559,servicing
@Paytm @Paytmcare who advised you to change your logo? The new one looks pathetic,2025-04-04 13:45:00+0000,Paytm,negative,0.943987727,device-issue
@Paytm you were the beneficiary and I only have ref id and txn id. Payment shows success. You are not processing it nor reverting to original account. @RBI should remove such platforms forever.,2025-04-04 13:18:24+0000,Paytm,negative,0.772363067,transaction-success
@paytm @AdityaBirlaGrp @nsitharaman my loan EMI due date is 05/04/5025 today is date 04/04/2024 मैं आज लोन पेमेंट करना चाहता हूं पेमेंट करने का ऑप्शन नहीं आ रहा है। आदित्य बिरला गरीबों को कैसे लूट रहा है. यह है आदित्य बिरला अशल चेहरा।12.00am se EMI due amount RS500 add kartahai.,2025-04-04 13:14:05+0000,Paytm,neutral,0.442335099,servicing
"@Paytm @Paytmcare  your service is worst that I cannot sell my gold in which I have invested 
And customer service so worst that please don't use this paytm app",2025-04-04 12:21:25+0000,Paytm,negative,0.930475593,servicing
@Paytm @Paytmcare denies it's payment reference,2025-04-04 11:42:01+0000,Paytm,neutral,0.614962518,settlement
@Paytm @vijayshekhar https://t.co/EM3N3O6cZm,2025-04-04 11:21:11+0000,Paytm,neutral,0.903263092,device-issue
@Paytm @vijayshekhar @StartupMhakumbh @DPIITGoI Paytm payment bank bhi shuru karo,2025-04-04 09:25:04+0000,Paytm,neutral,0.378377378,onboarding
"@vijayshekhar @StartupMhakumbh @DPIITGoI That's all from us folks! 🚀Did you miss our Social live event? Watch now: https://t.co/m74xFsGrXK 

 #PaytmKaro",2025-04-04 09:19:52+0000,Paytm,neutral,0.571311653,None of the above
"Talking about India’s technology ecosystem, Sanjiv Singh, Joint Secretary, @DPIITGoI said,”Technologies like UPI have revolutionised the way Indians transact. We are glad to have hosted this Startup MahaKumbh and have seen startups all over the world arrive here, which is heartening.”

#PaytmKaro",2025-04-04 09:08:42+0000,Paytm,positive,0.737443924,None of the above
"Speaking about AI at the @StartupMhakumbh event, our Founder and CEO @vijayshekhar says, ""The biggest takeaway is that people now recognise AI’s ability to create beyond human capability. With Ghibli, we've seen this understanding grow. Next, Paytm will utilise open-source models to drive innovation"" 

#PaytmKaro",2025-04-04 09:08:00+0000,Paytm,positive,0.745256662,None of the above
"What's next in terms of #AI? Here's what our Founder and CEO @vijayshekhar had to say 

#PaytmKaro https://t.co/WKDWykN373",2025-04-04 09:03:17+0000,Paytm,neutral,0.773261964,onboarding
"@Paytm How can I get this one ?
I m already using old one",2025-04-04 08:59:11+0000,Paytm,neutral,0.803585708,servicing
"Speaking about #AI, Abhishek Singh Additional Secretary, MeitY said, ”India’s AI journey and foundation models will be voice-based, rather than text-based, helping millions of Indians with technology inclusion.”

#PaytmKaro",2025-04-04 08:57:50+0000,Paytm,neutral,0.455580771,None of the above
"Our Founder and CEO @vijayshekhar also added, ""Coming from a humble background, where my father was a teacher, I saw firsthand how hardworking and sincere people often face tough challenges—just like many small merchants. This inspired me to create technology that empowers micro-merchants.""

#PaytmKaro",2025-04-04 08:56:44+0000,Paytm,positive,0.730196953,onboarding
"On the ethos behind innovation at Paytm, our founder and CEO, @vijayshekhar said, “We will bring 50 crore Indians to the mainstream economy.”

#PaytmKaro https://t.co/5GU4Jog0EJ",2025-04-04 08:55:43+0000,Paytm,positive,0.715799749,onboarding
"Talking about our latest offering MahaKumbh Soundbox, our founder and CEO, @vijayshekhar said, “The MahaKumbh Soundbox allows shopkeepers to see the payment received on a screen, letting merchants to cross-check payments without announcing it.""

#PaytmKaro https://t.co/vciVT9XVNn",2025-04-04 08:46:44+0000,Paytm,neutral,0.546196938,onboarding
"At @StartupMhakumbh, our Founder and CEO @vijayshekhar said, ""People are getting more accustomed to AI, especially with the rising trend of Ghibli-style pictures. AI is evolving beyond text, now enabling users to create innovative audio and video content effortlessly""

#PaytmKaro",2025-04-04 08:41:06+0000,Paytm,positive,0.702742219,None of the above
"Speaking about benefits of the Paytm Soundbox, Abhishek Singh Additional Secretary, MeitY said, “Paytm has improved the efficiency and productivity of merchants in this country through its Soundbox innovation.”

#PaytmKaro",2025-04-04 08:40:49+0000,Paytm,positive,0.66144371,onboarding
@Paytm Bring back the all black iOS widget. https://t.co/jCQVuWvDLS,2025-04-04 08:35:42+0000,Paytm,neutral,0.510805905,device-issue
@Paytm @PaytmBusiness @vijayshekhar @GaurRipunjai Paytm logon Ko chutiya banata hai bevkuf banata hai is per payment na len Mera bhi ₹4500 abhi tak kha chuke hain wapas return nahin kar rahe hain,2025-04-04 08:34:19+0000,Paytm,negative,0.431536019,settlement
"@Paytm @Paytmcare from past 4 days you are asking me to wait. You have no clue where is my bill paid money, therefore I lodged complaint with @RBI and @cpgrams",2025-04-04 08:00:31+0000,Paytm,negative,0.80597043,settlement
"@Paytm @Paytmcare @PVVNLHQ @pvvnlghaziabad @pvvnlmeerut @MVVNLHQ @dvvnlhq @CRED_club
I am still getting the bill reminder which is not related to me.
Please resolve this as soon as possible. https://t.co/HBlgQ8sUZj",2025-04-04 06:05:13+0000,Paytm,negative,0.502869308,servicing
"@Paytm 
@Paytmcare 
your executive dharmesh who cheated your all customers i give you 1000rs in cash  who number 8448907956 and who not attend my call. kindly call me on 9599809053 and solve these issue",2025-04-04 05:33:22+0000,Paytm,negative,0.602576137,servicing
"@Paytm 
I made a payment to an auto driver, but it showed as “processing,” so I paid the amount to his friend instead. Later, the first payment also went through successfully and is now reflecting on my app.",2025-04-04 05:33:04+0000,Paytm,neutral,0.786965251,transaction-success
"@Paytm 
@Paytmcare 
@vijayshekhar 
Didn't recieved any call back.. call again... And i want resolution.. you guys Just can't break your own terms and conditions..",2025-04-04 04:42:37+0000,Paytm,negative,0.784667432,servicing
"@Paytm @vijayshekhar @GaurRipunjai Sell sell sell only 20 rs 
Froud company paytm 
Vijay Shekhar Sharma chor https://t.co/pb4hvNVY6h",2025-04-04 02:40:55+0000,Paytm,neutral,0.670229435,pricing
"@Paytm @Paytmcare @PaytmBusiness @MyIndusIndBank @indiebyindusind @BankIndusind As in paytm showing loan offer but while visit the indusind bank website unable to apply, So why its showing the offer if i am not eligible.. @Paytmcare Pls share another bank offer if u want to give",2025-04-04 02:08:37+0000,Paytm,negative,0.456785738,onboarding
@Paytm Who told you that my problem is resolved?,2025-04-04 01:30:40+0000,Paytm,neutral,0.78268975,servicing
@Paytm Thank You,2025-04-04 00:01:40+0000,Paytm,positive,0.88188374,transaction-success
